%time,field.header.seq,field.header.stamp,field.header.frame_id,field.sim_step,field.type.data,field.parent_name.data,field.identifier.data,field.name.data,field.wall_time,field.sim_time,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w,field.actuated
1683408596972619186,3540,1683408596965443850,,5638,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.0676155090332,46.983333587646484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408596980991476,3541,1683408596973331451,,5639,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.07594680786133,46.99166488647461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408596989283161,3542,1683408596981600523,,5640,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.08428192138672,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408596997622032,3543,1683408596990651131,,5641,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.092613220214844,47.00833511352539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597005925067,3544,1683408596998267889,,5642,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.100948333740234,47.016666412353516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597014354462,3545,1683408597006595850,,5643,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.10927963256836,47.025001525878906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597022697159,3546,1683408597015501261,,5644,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.11761474609375,47.03333282470703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597030898632,3547,1683408597023389339,,5645,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.125946044921875,47.04166793823242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597039294893,3548,1683408597031706572,,5646,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.134281158447266,47.04999923706055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597047595093,3549,1683408597040552855,,5647,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.142616271972656,47.05833435058594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597055930448,3550,1683408597048531771,,5648,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.15094757080078,47.06666564941406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597064284094,3551,1683408597056752205,,5649,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.15928268432617,47.07500076293945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597072633986,3552,1683408597065619707,,5650,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.1676139831543,47.08333206176758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597080949112,3553,1683408597073560238,,5651,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.17594909667969,47.09166717529297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597089317258,3554,1683408597081704855,,5652,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.18428039550781,47.099998474121094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597097567014,3555,1683408597090777636,,5653,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.1926155090332,47.108333587646484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597105904885,3556,1683408597098464251,,5654,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.20094680786133,47.11666488647461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597114307697,3557,1683408597106856346,,5655,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.20928192138672,47.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597122621036,3558,1683408597116132259,,5656,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.21761703491211,47.13333511352539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597130953139,3559,1683408597123536110,,5657,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.225948333740234,47.141666412353516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597139300232,3560,1683408597131768942,,5658,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.234283447265625,47.150001525878906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597147682339,3561,1683408597140521049,,5659,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.24261474609375,47.15833282470703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597155927862,3562,1683408597148763180,,5660,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.25094985961914,47.16666793823242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597164335148,3563,1683408597157209396,,5661,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.259281158447266,47.17499923706055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597172653932,3564,1683408597166107655,,5662,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.267616271972656,47.18333435058594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597180952719,3565,1683408597173961639,,5663,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.27594757080078,47.19166564941406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597189310743,3566,1683408597181916952,,5664,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.28428268432617,47.20000076293945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597197704155,3567,1683408597190906048,,5665,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.2926139831543,47.20833206176758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597205956996,3568,1683408597198771954,,5666,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.30094909667969,47.21666717529297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597214390323,3569,1683408597207101107,,5667,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.30928421020508,47.224998474121094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597222611161,3570,1683408597215587854,,5668,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.3176155090332,47.233333587646484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597230974883,3571,1683408597223343372,,5669,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.325950622558594,47.24166488647461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597239278712,3572,1683408597231753588,,5670,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.33428192138672,47.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597247617295,3573,1683408597240384817,,5671,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.34261703491211,47.25833511352539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597255975052,3574,1683408597248229980,,5672,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.350948333740234,47.266666412353516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597264362950,3575,1683408597256924868,,5673,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.359283447265625,47.275001525878906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597272626763,3576,1683408597265336514,,5674,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.36761474609375,47.28333282470703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597280938392,3577,1683408597273440361,,5675,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.37594985961914,47.29166793823242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597289299505,3578,1683408597282009840,,5676,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.384281158447266,47.29999923706055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597297653790,3579,1683408597290422440,,5677,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.392616271972656,47.30833435058594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597305940795,3580,1683408597298307896,,5678,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.40095138549805,47.31666564941406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597314305443,3581,1683408597306715250,,5679,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.40928268432617,47.32500076293945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597322604055,3582,1683408597315511703,,5680,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.41761779785156,47.33333206176758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597330966018,3583,1683408597323393822,,5681,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.42594909667969,47.34166717529297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597339257426,3584,1683408597331735849,,5682,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.43428421020508,47.349998474121094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597347629498,3585,1683408597340537310,,5683,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.4426155090332,47.358333587646484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597355940704,3586,1683408597348347902,,5684,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.450950622558594,47.36666488647461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597364295884,3587,1683408597356968403,,5685,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.45928192138672,47.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597372669809,3588,1683408597365665674,,5686,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.46761703491211,47.38333511352539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597380965315,3589,1683408597373524427,,5687,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.4759521484375,47.391666412353516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597389309492,3590,1683408597381833792,,5688,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.484283447265625,47.400001525878906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597397623902,3591,1683408597390487909,,5689,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.492618560791016,47.40833282470703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597405948687,3592,1683408597398236990,,5690,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.50094985961914,47.41666793823242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597414367127,3593,1683408597406625032,,5691,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.50928497314453,47.42499923706055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597422605230,3594,1683408597415424347,,5692,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.517616271972656,47.43333435058594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597430914511,3595,1683408597423324347,,5693,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.52595138549805,47.44166564941406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597439305944,3596,1683408597431647539,,5694,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.53428268432617,47.45000076293945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597447647402,3597,1683408597440437555,,5695,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.54261779785156,47.45833206176758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597455967584,3598,1683408597448217630,,5696,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.55094909667969,47.46666717529297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597464310831,3599,1683408597456624985,,5697,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.55928421020508,47.474998474121094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597472637467,3600,1683408597465507030,,5698,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.56761932373047,47.483333587646484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597480950161,3601,1683408597473353624,,5699,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.575950622558594,47.49166488647461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597489278479,3602,1683408597481652260,,5700,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.584285736083984,47.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597497586436,3603,1683408597490500927,,5701,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.59261703491211,47.50833511352539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597505946165,3604,1683408597498509645,,5702,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.6009521484375,47.516666412353516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597514334718,3605,1683408597506613970,,5703,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.609283447265625,47.525001525878906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597522595869,3606,1683408597515483141,,5704,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.617618560791016,47.53333282470703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597530959218,3607,1683408597523302078,,5705,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.62594985961914,47.54166793823242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597539284616,3608,1683408597531644583,,5706,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.63428497314453,47.54999923706055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597547632313,3609,1683408597540574312,,5707,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.642616271972656,47.55833435058594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597555953122,3610,1683408597548289299,,5708,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.65095138549805,47.56666564941406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597564334218,3611,1683408597556593657,,5709,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.65928268432617,47.57500076293945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597572663724,3612,1683408597565491438,,5710,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.66761779785156,47.58333206176758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597580991375,3613,1683408597573322773,,5711,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.67595291137695,47.59166717529297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597589275893,3614,1683408597581741810,,5712,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.68428421020508,47.599998474121094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597597638308,3615,1683408597590438843,,5713,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.69261932373047,47.608333587646484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597605958582,3616,1683408597598310232,,5714,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.700950622558594,47.61666488647461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597614294871,3617,1683408597606655598,,5715,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.709285736083984,47.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597622627965,3618,1683408597615471840,,5716,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.71761703491211,47.63333511352539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683408597630996042,3619,1683408597624016523,,5717,CONSTRAINT,/ambf/env/psm2/BODY tool yaw link,/ambf/env/psm2/ACTUATOR Actuator0,Actuator0,47.7259521484375,47.641666412353516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
